freq,unit,power_type,country,year,registrations
Annual,Number,Natural gas,Slovakia,2019,152
Annual,Number,Natural gas,Slovakia,2020,404
Annual,Number,Natural gas,Slovakia,2021,234
Annual,Number,Natural gas,Slovakia,2022,291
Annual,Number,Natural gas,Slovakia,2023,122
Annual,Number,Natural gas,Slovakia,2024,120
Annual,Number,Natural gas,Türkiye,2013,3
Annual,Number,Natural gas,Türkiye,2014,2
Annual,Number,Natural gas,Türkiye,2017,0
Annual,Number,Natural gas,Türkiye,2018,3
Annual,Number,Natural gas,Türkiye,2019,6
Annual,Number,Natural gas,Türkiye,2020,3
Annual,Number,Natural gas,Türkiye,2021,1
Annual,Number,Natural gas,Türkiye,2022,1
Annual,Number,Natural gas,Türkiye,2023,2
Annual,Number,Natural gas,Türkiye,2024,4
Annual,Number,Natural gas,Türkiye,2025,6
Annual,Number,Natural gas,Ukraine,2019,2
Annual,Number,Natural gas,Ukraine,2020,2
Annual,Number,Natural gas,Ukraine,2021,3
Annual,Number,Natural gas,Ukraine,2022,0
Annual,Number,Natural gas,Ukraine,2023,2
Annual,Number,Natural gas,Ukraine,2024,0
Annual,Number,Natural gas,Ukraine,2025,2
Annual,Number,Natural gas,United Kingdom,2015,13
Annual,Number,Natural gas,United Kingdom,2016,33
Annual,Number,Natural gas,United Kingdom,2017,3
Annual,Number,Natural gas,United Kingdom,2018,1
Annual,Number,Natural gas,United Kingdom,2021,14
Annual,Number,Natural gas,United Kingdom,2022,11
Annual,Number,Natural gas,United Kingdom,2023,15
Annual,Number,Natural gas,United Kingdom,2024,2
Annual,Number,Natural gas,Kosovo*,2017,0
Annual,Number,Natural gas,Kosovo*,2018,0
Annual,Number,Natural gas,Kosovo*,2019,0
Annual,Number,Natural gas,Kosovo*,2021,0
Annual,Number,Natural gas,Kosovo*,2025,0
Annual,Number,Hydrogen and fuel cells ,Albania,2020,0
Annual,Number,Hydrogen and fuel cells ,Albania,2021,1
Annual,Number,Hydrogen and fuel cells ,Austria,2013,0
Annual,Number,Hydrogen and fuel cells ,Austria,2014,3
Annual,Number,Hydrogen and fuel cells ,Austria,2015,9
Annual,Number,Hydrogen and fuel cells ,Austria,2016,5
Annual,Number,Hydrogen and fuel cells ,Austria,2017,0
Annual,Number,Hydrogen and fuel cells ,Austria,2018,7
Annual,Number,Hydrogen and fuel cells ,Austria,2019,19
Annual,Number,Hydrogen and fuel cells ,Austria,2020,14
Annual,Number,Hydrogen and fuel cells ,Austria,2021,14
Annual,Number,Hydrogen and fuel cells ,Austria,2022,14
Annual,Number,Hydrogen and fuel cells ,Austria,2023,10
Annual,Number,Hydrogen and fuel cells ,Austria,2024,1
Annual,Number,Hydrogen and fuel cells ,Austria,2025,0
Annual,Number,Hydrogen and fuel cells ,Bosnia and Herzegovina,2013,0
Annual,Number,Hydrogen and fuel cells ,Bosnia and Herzegovina,2014,0
Annual,Number,Hydrogen and fuel cells ,Bosnia and Herzegovina,2015,0
Annual,Number,Hydrogen and fuel cells ,Bosnia and Herzegovina,2016,0
Annual,Number,Hydrogen and fuel cells ,Bosnia and Herzegovina,2017,0
Annual,Number,Hydrogen and fuel cells ,Bosnia and Herzegovina,2018,0
Annual,Number,Hydrogen and fuel cells ,Bosnia and Herzegovina,2019,0
Annual,Number,Hydrogen and fuel cells ,Bosnia and Herzegovina,2020,0
Annual,Number,Hydrogen and fuel cells ,Bosnia and Herzegovina,2021,0
Annual,Number,Hydrogen and fuel cells ,Bosnia and Herzegovina,2022,0
Annual,Number,Hydrogen and fuel cells ,Bosnia and Herzegovina,2023,0
Annual,Number,Hydrogen and fuel cells ,Bosnia and Herzegovina,2024,0
Annual,Number,Hydrogen and fuel cells ,Bosnia and Herzegovina,2025,0
Annual,Number,Hydrogen and fuel cells ,Belgium,2013,0
Annual,Number,Hydrogen and fuel cells ,Belgium,2014,1
Annual,Number,Hydrogen and fuel cells ,Belgium,2015,0
Annual,Number,Hydrogen and fuel cells ,Belgium,2016,0
Annual,Number,Hydrogen and fuel cells ,Belgium,2017,0
Annual,Number,Hydrogen and fuel cells ,Belgium,2018,0
Annual,Number,Hydrogen and fuel cells ,Belgium,2019,4
Annual,Number,Hydrogen and fuel cells ,Belgium,2020,2
Annual,Number,Hydrogen and fuel cells ,Belgium,2021,1
Annual,Number,Hydrogen and fuel cells ,Belgium,2022,2
Annual,Number,Hydrogen and fuel cells ,Belgium,2023,1
Annual,Number,Hydrogen and fuel cells ,Belgium,2024,4
Annual,Number,Hydrogen and fuel cells ,Belgium,2025,2
Annual,Number,Hydrogen and fuel cells ,Bulgaria,2013,0
Annual,Number,Hydrogen and fuel cells ,Bulgaria,2014,0
Annual,Number,Hydrogen and fuel cells ,Bulgaria,2015,0
Annual,Number,Hydrogen and fuel cells ,Bulgaria,2016,0
Annual,Number,Hydrogen and fuel cells ,Bulgaria,2017,0
Annual,Number,Hydrogen and fuel cells ,Bulgaria,2018,0
Annual,Number,Hydrogen and fuel cells ,Bulgaria,2019,0
Annual,Number,Hydrogen and fuel cells ,Bulgaria,2020,0
Annual,Number,Hydrogen and fuel cells ,Bulgaria,2021,0
Annual,Number,Hydrogen and fuel cells ,Bulgaria,2022,0
Annual,Number,Hydrogen and fuel cells ,Bulgaria,2023,1
Annual,Number,Hydrogen and fuel cells ,Bulgaria,2024,0
Annual,Number,Hydrogen and fuel cells ,Bulgaria,2025,0
Annual,Number,Hydrogen and fuel cells ,Switzerland,2013,0
Annual,Number,Hydrogen and fuel cells ,Switzerland,2014,0
Annual,Number,Hydrogen and fuel cells ,Switzerland,2015,15
Annual,Number,Hydrogen and fuel cells ,Switzerland,2016,10
Annual,Number,Hydrogen and fuel cells ,Switzerland,2017,2
Annual,Number,Hydrogen and fuel cells ,Switzerland,2018,14
Annual,Number,Hydrogen and fuel cells ,Switzerland,2019,27
Annual,Number,Hydrogen and fuel cells ,Switzerland,2020,48
Annual,Number,Hydrogen and fuel cells ,Switzerland,2021,66
Annual,Number,Hydrogen and fuel cells ,Switzerland,2022,72
Annual,Number,Hydrogen and fuel cells ,Switzerland,2023,28
Annual,Number,Hydrogen and fuel cells ,Switzerland,2024,13
Annual,Number,Hydrogen and fuel cells ,Switzerland,2025,4
Annual,Number,Hydrogen and fuel cells ,Cyprus,2013,0
Annual,Number,Hydrogen and fuel cells ,Cyprus,2014,0
Annual,Number,Hydrogen and fuel cells ,Cyprus,2015,0
Annual,Number,Hydrogen and fuel cells ,Cyprus,2016,0
Annual,Number,Hydrogen and fuel cells ,Cyprus,2017,0
Annual,Number,Hydrogen and fuel cells ,Cyprus,2018,0
Annual,Number,Hydrogen and fuel cells ,Cyprus,2019,0
Annual,Number,Hydrogen and fuel cells ,Cyprus,2020,0
Annual,Number,Hydrogen and fuel cells ,Cyprus,2021,0
Annual,Number,Hydrogen and fuel cells ,Cyprus,2022,0
Annual,Number,Hydrogen and fuel cells ,Cyprus,2023,0
Annual,Number,Hydrogen and fuel cells ,Cyprus,2024,0
Annual,Number,Hydrogen and fuel cells ,Cyprus,2025,0
Annual,Number,Hydrogen and fuel cells ,Czechia,2013,0
Annual,Number,Hydrogen and fuel cells ,Czechia,2014,0
Annual,Number,Hydrogen and fuel cells ,Czechia,2015,0
Annual,Number,Hydrogen and fuel cells ,Czechia,2016,0
Annual,Number,Hydrogen and fuel cells ,Czechia,2017,0
Annual,Number,Hydrogen and fuel cells ,Czechia,2018,0
Annual,Number,Hydrogen and fuel cells ,Czechia,2019,0
Annual,Number,Hydrogen and fuel cells ,Czechia,2020,2
Annual,Number,Hydrogen and fuel cells ,Czechia,2021,9
Annual,Number,Hydrogen and fuel cells ,Czechia,2022,3
Annual,Number,Hydrogen and fuel cells ,Czechia,2023,16
Annual,Number,Hydrogen and fuel cells ,Czechia,2024,0
Annual,Number,Hydrogen and fuel cells ,Czechia,2025,1
Annual,Number,Hydrogen and fuel cells ,Germany,2013,0
Annual,Number,Hydrogen and fuel cells ,Germany,2014,3
Annual,Number,Hydrogen and fuel cells ,Germany,2015,72
Annual,Number,Hydrogen and fuel cells ,Germany,2016,49
Annual,Number,Hydrogen and fuel cells ,Germany,2017,122
Annual,Number,Hydrogen and fuel cells ,Germany,2018,154
Annual,Number,Hydrogen and fuel cells ,Germany,2019,210
Annual,Number,Hydrogen and fuel cells ,Germany,2020,311
Annual,Number,Hydrogen and fuel cells ,Germany,2021,466
Annual,Number,Hydrogen and fuel cells ,Germany,2022,836
Annual,Number,Hydrogen and fuel cells ,Germany,2023,267
Annual,Number,Hydrogen and fuel cells ,Germany,2024,179
Annual,Number,Hydrogen and fuel cells ,Germany,2025,55
Annual,Number,Hydrogen and fuel cells ,Denmark,2013,1
Annual,Number,Hydrogen and fuel cells ,Denmark,2014,1
Annual,Number,Hydrogen and fuel cells ,Denmark,2015,14
Annual,Number,Hydrogen and fuel cells ,Denmark,2016,14
Annual,Number,Hydrogen and fuel cells ,Denmark,2017,15
Annual,Number,Hydrogen and fuel cells ,Denmark,2018,6
Annual,Number,Hydrogen and fuel cells ,Denmark,2019,8
Annual,Number,Hydrogen and fuel cells ,Denmark,2020,45
Annual,Number,Hydrogen and fuel cells ,Denmark,2021,75
Annual,Number,Hydrogen and fuel cells ,Denmark,2022,6
Annual,Number,Hydrogen and fuel cells ,Denmark,2023,1
Annual,Number,Hydrogen and fuel cells ,Denmark,2024,0
Annual,Number,Hydrogen and fuel cells ,Denmark,2025,28
Annual,Number,Hydrogen and fuel cells ,Estonia,2013,0
Annual,Number,Hydrogen and fuel cells ,Estonia,2014,0
Annual,Number,Hydrogen and fuel cells ,Estonia,2015,0
Annual,Number,Hydrogen and fuel cells ,Estonia,2016,0
Annual,Number,Hydrogen and fuel cells ,Estonia,2017,0
Annual,Number,Hydrogen and fuel cells ,Estonia,2018,0
Annual,Number,Hydrogen and fuel cells ,Estonia,2019,0
Annual,Number,Hydrogen and fuel cells ,Estonia,2020,0
Annual,Number,Hydrogen and fuel cells ,Estonia,2021,1
Annual,Number,Hydrogen and fuel cells ,Estonia,2022,1
Annual,Number,Hydrogen and fuel cells ,Estonia,2023,1
Annual,Number,Hydrogen and fuel cells ,Estonia,2024,0
Annual,Number,Hydrogen and fuel cells ,Estonia,2025,0
Annual,Number,Hydrogen and fuel cells ,Greece,2013,0
Annual,Number,Hydrogen and fuel cells ,Greece,2014,0
Annual,Number,Hydrogen and fuel cells ,Greece,2015,0
Annual,Number,Hydrogen and fuel cells ,Greece,2016,0
Annual,Number,Hydrogen and fuel cells ,Greece,2017,0
Annual,Number,Hydrogen and fuel cells ,Greece,2018,0
Annual,Number,Hydrogen and fuel cells ,Greece,2019,0
Annual,Number,Hydrogen and fuel cells ,Greece,2020,0
Annual,Number,Hydrogen and fuel cells ,Greece,2021,0
Annual,Number,Hydrogen and fuel cells ,Greece,2022,0
Annual,Number,Hydrogen and fuel cells ,Greece,2023,0
Annual,Number,Hydrogen and fuel cells ,Greece,2024,0
Annual,Number,Hydrogen and fuel cells ,Greece,2025,0
Annual,Number,Hydrogen and fuel cells ,Spain,2013,0
Annual,Number,Hydrogen and fuel cells ,Spain,2014,0
Annual,Number,Hydrogen and fuel cells ,Spain,2015,0
Annual,Number,Hydrogen and fuel cells ,Spain,2016,0
Annual,Number,Hydrogen and fuel cells ,Spain,2017,0
Annual,Number,Hydrogen and fuel cells ,Spain,2018,1
Annual,Number,Hydrogen and fuel cells ,Spain,2019,1
Annual,Number,Hydrogen and fuel cells ,Spain,2020,7
Annual,Number,Hydrogen and fuel cells ,Spain,2021,9
Annual,Number,Hydrogen and fuel cells ,Spain,2022,4
Annual,Number,Hydrogen and fuel cells ,Spain,2023,8
Annual,Number,Hydrogen and fuel cells ,Spain,2024,7
Annual,Number,Hydrogen and fuel cells ,Spain,2025,1
Annual,Number,Hydrogen and fuel cells ,European Union - 27 countries (from 2020),2013,7
Annual,Number,Hydrogen and fuel cells ,European Union - 27 countries (from 2020),2014,21
Annual,Number,Hydrogen and fuel cells ,European Union - 27 countries (from 2020),2015,126
Annual,Number,Hydrogen and fuel cells ,European Union - 27 countries (from 2020),2016,104
Annual,Number,Hydrogen and fuel cells ,European Union - 27 countries (from 2020),2017,214
Annual,Number,Hydrogen and fuel cells ,European Union - 27 countries (from 2020),2018,223
Annual,Number,Hydrogen and fuel cells ,European Union - 27 countries (from 2020),2019,480
Annual,Number,Hydrogen and fuel cells ,European Union - 27 countries (from 2020),2020,751
Annual,Number,Hydrogen and fuel cells ,European Union - 27 countries (from 2020),2021,866
Annual,Number,Hydrogen and fuel cells ,European Union - 27 countries (from 2020),2022,1206
Annual,Number,Hydrogen and fuel cells ,European Union - 27 countries (from 2020),2023,738
Annual,Number,Hydrogen and fuel cells ,European Union - 27 countries (from 2020),2024,753
Annual,Number,Hydrogen and fuel cells ,European Union - 27 countries (from 2020),2025,531
Annual,Number,Hydrogen and fuel cells ,Finland,2013,1
Annual,Number,Hydrogen and fuel cells ,Finland,2014,0
Annual,Number,Hydrogen and fuel cells ,Finland,2015,0
Annual,Number,Hydrogen and fuel cells ,Finland,2016,0
Annual,Number,Hydrogen and fuel cells ,Finland,2017,0
Annual,Number,Hydrogen and fuel cells ,Finland,2018,0
Annual,Number,Hydrogen and fuel cells ,Finland,2019,0
Annual,Number,Hydrogen and fuel cells ,Finland,2020,0
Annual,Number,Hydrogen and fuel cells ,Finland,2021,1
Annual,Number,Hydrogen and fuel cells ,Finland,2022,0
Annual,Number,Hydrogen and fuel cells ,Finland,2023,0
Annual,Number,Hydrogen and fuel cells ,Finland,2024,0
Annual,Number,Hydrogen and fuel cells ,Finland,2025,4
Annual,Number,Hydrogen and fuel cells ,France,2013,1
Annual,Number,Hydrogen and fuel cells ,France,2014,1
Annual,Number,Hydrogen and fuel cells ,France,2015,10
Annual,Number,Hydrogen and fuel cells ,France,2016,9
Annual,Number,Hydrogen and fuel cells ,France,2017,57
Annual,Number,Hydrogen and fuel cells ,France,2018,36
Annual,Number,Hydrogen and fuel cells ,France,2019,63
Annual,Number,Hydrogen and fuel cells ,France,2020,211
Annual,Number,Hydrogen and fuel cells ,France,2021,61
Annual,Number,Hydrogen and fuel cells ,France,2022,193
Annual,Number,Hydrogen and fuel cells ,France,2023,306
Annual,Number,Hydrogen and fuel cells ,France,2024,531
Annual,Number,Hydrogen and fuel cells ,France,2025,311
Annual,Number,Hydrogen and fuel cells ,Georgia,2017,0
Annual,Number,Hydrogen and fuel cells ,Georgia,2018,0
Annual,Number,Hydrogen and fuel cells ,Georgia,2019,0
Annual,Number,Hydrogen and fuel cells ,Georgia,2020,0
Annual,Number,Hydrogen and fuel cells ,Georgia,2021,0
Annual,Number,Hydrogen and fuel cells ,Georgia,2022,0
Annual,Number,Hydrogen and fuel cells ,Georgia,2023,0
Annual,Number,Hydrogen and fuel cells ,Georgia,2024,0
Annual,Number,Hydrogen and fuel cells ,Georgia,2025,0
Annual,Number,Hydrogen and fuel cells ,Croatia,2013,0
Annual,Number,Hydrogen and fuel cells ,Croatia,2014,0
Annual,Number,Hydrogen and fuel cells ,Croatia,2015,0
Annual,Number,Hydrogen and fuel cells ,Croatia,2016,0
Annual,Number,Hydrogen and fuel cells ,Croatia,2017,0
Annual,Number,Hydrogen and fuel cells ,Croatia,2018,0
Annual,Number,Hydrogen and fuel cells ,Croatia,2019,0
Annual,Number,Hydrogen and fuel cells ,Croatia,2020,0
Annual,Number,Hydrogen and fuel cells ,Croatia,2021,0
Annual,Number,Hydrogen and fuel cells ,Croatia,2022,0
Annual,Number,Hydrogen and fuel cells ,Croatia,2023,0
Annual,Number,Hydrogen and fuel cells ,Croatia,2024,0
Annual,Number,Hydrogen and fuel cells ,Croatia,2025,0
Annual,Number,Hydrogen and fuel cells ,Hungary,2013,0
Annual,Number,Hydrogen and fuel cells ,Hungary,2014,0
Annual,Number,Hydrogen and fuel cells ,Hungary,2015,0
Annual,Number,Hydrogen and fuel cells ,Hungary,2016,0
Annual,Number,Hydrogen and fuel cells ,Hungary,2017,0
Annual,Number,Hydrogen and fuel cells ,Hungary,2018,0
Annual,Number,Hydrogen and fuel cells ,Hungary,2019,0
Annual,Number,Hydrogen and fuel cells ,Hungary,2020,0
Annual,Number,Hydrogen and fuel cells ,Hungary,2021,1
Annual,Number,Hydrogen and fuel cells ,Hungary,2022,1
Annual,Number,Hydrogen and fuel cells ,Hungary,2023,0
Annual,Number,Hydrogen and fuel cells ,Hungary,2024,1
