freq,unit,power_type,country,year,registrations
Annual,Number,Diesel (excluding hybrids)  ,Estonia,2014,7723
Annual,Number,Diesel (excluding hybrids)  ,Estonia,2015,6949
Annual,Number,Diesel (excluding hybrids)  ,Estonia,2016,6392
Annual,Number,Diesel (excluding hybrids)  ,Estonia,2017,6408
Annual,Number,Diesel (excluding hybrids)  ,Estonia,2018,6454
Annual,Number,Diesel (excluding hybrids)  ,Estonia,2019,6180
Annual,Number,Diesel (excluding hybrids)  ,Estonia,2020,4863
Annual,Number,Diesel (excluding hybrids)  ,Estonia,2021,4251
Annual,Number,Diesel (excluding hybrids)  ,Estonia,2022,3336
Annual,Number,Diesel (excluding hybrids)  ,Estonia,2023,2867
Annual,Number,Diesel (excluding hybrids)  ,Estonia,2024,4508
Annual,Number,Diesel (excluding hybrids)  ,Estonia,2025,1200
Annual,Number,Diesel (excluding hybrids)  ,Greece,2021,17004
Annual,Number,Diesel (excluding hybrids)  ,Greece,2022,17047
Annual,Number,Diesel (excluding hybrids)  ,Greece,2023,17691
Annual,Number,Diesel (excluding hybrids)  ,Greece,2024,9827
Annual,Number,Diesel (excluding hybrids)  ,Greece,2025,4950
Annual,Number,Diesel (excluding hybrids)  ,Spain,2014,590198
Annual,Number,Diesel (excluding hybrids)  ,Spain,2015,658725
Annual,Number,Diesel (excluding hybrids)  ,Spain,2016,725953
Annual,Number,Diesel (excluding hybrids)  ,Spain,2017,690523
Annual,Number,Diesel (excluding hybrids)  ,Spain,2018,572154
Annual,Number,Diesel (excluding hybrids)  ,Spain,2019,440448
Annual,Number,Diesel (excluding hybrids)  ,Spain,2020,305013
Annual,Number,Diesel (excluding hybrids)  ,Spain,2021,224708
Annual,Number,Diesel (excluding hybrids)  ,Spain,2022,170932
Annual,Number,Diesel (excluding hybrids)  ,Spain,2023,143811
Annual,Number,Diesel (excluding hybrids)  ,Spain,2024,137867
Annual,Number,Diesel (excluding hybrids)  ,Spain,2025,109024
Annual,Number,Diesel (excluding hybrids)  ,European Union - 27 countries (from 2020),2021,1972230
Annual,Number,Diesel (excluding hybrids)  ,European Union - 27 countries (from 2020),2022,1550511
Annual,Number,Diesel (excluding hybrids)  ,European Union - 27 countries (from 2020),2023,1497870
Annual,Number,Diesel (excluding hybrids)  ,European Union - 27 countries (from 2020),2024,1372947
Annual,Number,Diesel (excluding hybrids)  ,European Union - 27 countries (from 2020),2025,1070839
Annual,Number,Diesel (excluding hybrids)  ,Finland,2014,41278
Annual,Number,Diesel (excluding hybrids)  ,Finland,2015,38800
Annual,Number,Diesel (excluding hybrids)  ,Finland,2016,39452
Annual,Number,Diesel (excluding hybrids)  ,Finland,2017,36062
Annual,Number,Diesel (excluding hybrids)  ,Finland,2018,28712
Annual,Number,Diesel (excluding hybrids)  ,Finland,2019,20873
Annual,Number,Diesel (excluding hybrids)  ,Finland,2020,12778
Annual,Number,Diesel (excluding hybrids)  ,Finland,2021,8397
Annual,Number,Diesel (excluding hybrids)  ,Finland,2022,5420
Annual,Number,Diesel (excluding hybrids)  ,Finland,2023,3890
Annual,Number,Diesel (excluding hybrids)  ,Finland,2024,3401
Annual,Number,Diesel (excluding hybrids)  ,Finland,2025,2904
Annual,Number,Diesel (excluding hybrids)  ,France,2013,1168194
Annual,Number,Diesel (excluding hybrids)  ,France,2014,1119954
Annual,Number,Diesel (excluding hybrids)  ,France,2015,1070443
Annual,Number,Diesel (excluding hybrids)  ,France,2016,1027912
Annual,Number,Diesel (excluding hybrids)  ,France,2017,1013099
Annual,Number,Diesel (excluding hybrids)  ,France,2018,856583
Annual,Number,Diesel (excluding hybrids)  ,France,2019,761198
Annual,Number,Diesel (excluding hybrids)  ,France,2020,513168
Annual,Number,Diesel (excluding hybrids)  ,France,2021,354949
Annual,Number,Diesel (excluding hybrids)  ,France,2022,241783
Annual,Number,Diesel (excluding hybrids)  ,France,2023,196837
Annual,Number,Diesel (excluding hybrids)  ,France,2024,152223
Annual,Number,Diesel (excluding hybrids)  ,France,2025,105372
Annual,Number,Diesel (excluding hybrids)  ,Georgia,2017,680
Annual,Number,Diesel (excluding hybrids)  ,Georgia,2018,1242
Annual,Number,Diesel (excluding hybrids)  ,Georgia,2019,1346
Annual,Number,Diesel (excluding hybrids)  ,Georgia,2020,994
Annual,Number,Diesel (excluding hybrids)  ,Georgia,2021,1358
Annual,Number,Diesel (excluding hybrids)  ,Georgia,2022,1760
Annual,Number,Diesel (excluding hybrids)  ,Georgia,2023,1514
Annual,Number,Diesel (excluding hybrids)  ,Georgia,2024,2520
Annual,Number,Diesel (excluding hybrids)  ,Georgia,2025,1826
Annual,Number,Diesel (excluding hybrids)  ,Croatia,2020,12885
Annual,Number,Diesel (excluding hybrids)  ,Croatia,2021,8904
Annual,Number,Diesel (excluding hybrids)  ,Croatia,2022,7788
Annual,Number,Diesel (excluding hybrids)  ,Croatia,2023,9219
Annual,Number,Diesel (excluding hybrids)  ,Croatia,2024,10691
Annual,Number,Diesel (excluding hybrids)  ,Croatia,2025,10047
Annual,Number,Diesel (excluding hybrids)  ,Hungary,2013,25769
Annual,Number,Diesel (excluding hybrids)  ,Hungary,2014,30219
Annual,Number,Diesel (excluding hybrids)  ,Hungary,2015,32265
Annual,Number,Diesel (excluding hybrids)  ,Hungary,2016,34688
Annual,Number,Diesel (excluding hybrids)  ,Hungary,2017,37022
Annual,Number,Diesel (excluding hybrids)  ,Hungary,2018,32408
Annual,Number,Diesel (excluding hybrids)  ,Hungary,2019,31221
Annual,Number,Diesel (excluding hybrids)  ,Hungary,2020,27711
Annual,Number,Diesel (excluding hybrids)  ,Hungary,2021,19092
Annual,Number,Diesel (excluding hybrids)  ,Hungary,2022,14322
Annual,Number,Diesel (excluding hybrids)  ,Hungary,2023,13105
Annual,Number,Diesel (excluding hybrids)  ,Hungary,2024,14693
Annual,Number,Diesel (excluding hybrids)  ,Hungary,2025,14374
Annual,Number,Diesel (excluding hybrids)  ,Ireland,2017,87640
Annual,Number,Diesel (excluding hybrids)  ,Ireland,2018,70732
Annual,Number,Diesel (excluding hybrids)  ,Ireland,2019,59879
Annual,Number,Diesel (excluding hybrids)  ,Ireland,2020,41134
Annual,Number,Diesel (excluding hybrids)  ,Ireland,2021,37772
Annual,Number,Diesel (excluding hybrids)  ,Ireland,2022,29803
Annual,Number,Diesel (excluding hybrids)  ,Ireland,2023,29503
Annual,Number,Diesel (excluding hybrids)  ,Ireland,2024,30320
Annual,Number,Diesel (excluding hybrids)  ,Ireland,2025,23131
Annual,Number,Diesel (excluding hybrids)  ,Iceland,2017,10957
Annual,Number,Diesel (excluding hybrids)  ,Iceland,2018,7978
Annual,Number,Diesel (excluding hybrids)  ,Iceland,2019,4046
Annual,Number,Diesel (excluding hybrids)  ,Iceland,2021,1923
Annual,Number,Diesel (excluding hybrids)  ,Iceland,2022,2385
Annual,Number,Diesel (excluding hybrids)  ,Iceland,2023,2409
Annual,Number,Diesel (excluding hybrids)  ,Iceland,2024,2281
Annual,Number,Diesel (excluding hybrids)  ,Iceland,2025,1245
Annual,Number,Diesel (excluding hybrids)  ,Italy,2013,707641
Annual,Number,Diesel (excluding hybrids)  ,Italy,2014,757895
Annual,Number,Diesel (excluding hybrids)  ,Italy,2015,887074
Annual,Number,Diesel (excluding hybrids)  ,Italy,2016,1058886
Annual,Number,Diesel (excluding hybrids)  ,Italy,2017,1130434
Annual,Number,Diesel (excluding hybrids)  ,Italy,2018,1000494
Annual,Number,Diesel (excluding hybrids)  ,Italy,2019,779857
Annual,Number,Diesel (excluding hybrids)  ,Italy,2020,485245
Annual,Number,Diesel (excluding hybrids)  ,Italy,2021,343952
Annual,Number,Diesel (excluding hybrids)  ,Italy,2022,261466
Annual,Number,Diesel (excluding hybrids)  ,Italy,2023,275753
Annual,Number,Diesel (excluding hybrids)  ,Italy,2024,221402
Annual,Number,Diesel (excluding hybrids)  ,Italy,2025,151203
Annual,Number,Diesel (excluding hybrids)  ,Liechtenstein,2013,857
Annual,Number,Diesel (excluding hybrids)  ,Liechtenstein,2014,796
Annual,Number,Diesel (excluding hybrids)  ,Liechtenstein,2015,934
Annual,Number,Diesel (excluding hybrids)  ,Liechtenstein,2016,984
Annual,Number,Diesel (excluding hybrids)  ,Liechtenstein,2017,846
Annual,Number,Diesel (excluding hybrids)  ,Liechtenstein,2018,634
Annual,Number,Diesel (excluding hybrids)  ,Liechtenstein,2019,621
Annual,Number,Diesel (excluding hybrids)  ,Liechtenstein,2020,371
Annual,Number,Diesel (excluding hybrids)  ,Liechtenstein,2021,251
Annual,Number,Diesel (excluding hybrids)  ,Liechtenstein,2022,200
Annual,Number,Diesel (excluding hybrids)  ,Liechtenstein,2023,176
Annual,Number,Diesel (excluding hybrids)  ,Liechtenstein,2024,173
Annual,Number,Diesel (excluding hybrids)  ,Liechtenstein,2025,121
Annual,Number,Diesel (excluding hybrids)  ,Lithuania,2013,7019
Annual,Number,Diesel (excluding hybrids)  ,Lithuania,2014,6879
Annual,Number,Diesel (excluding hybrids)  ,Lithuania,2015,7690
Annual,Number,Diesel (excluding hybrids)  ,Lithuania,2016,7587
Annual,Number,Diesel (excluding hybrids)  ,Lithuania,2017,7865
Annual,Number,Diesel (excluding hybrids)  ,Lithuania,2018,7210
Annual,Number,Diesel (excluding hybrids)  ,Lithuania,2019,7260
Annual,Number,Diesel (excluding hybrids)  ,Lithuania,2020,7037
Annual,Number,Diesel (excluding hybrids)  ,Lithuania,2021,3806
Annual,Number,Diesel (excluding hybrids)  ,Lithuania,2022,2389
Annual,Number,Diesel (excluding hybrids)  ,Lithuania,2023,2739
Annual,Number,Diesel (excluding hybrids)  ,Lithuania,2024,3868
Annual,Number,Diesel (excluding hybrids)  ,Lithuania,2025,3325
Annual,Number,Diesel (excluding hybrids)  ,Luxembourg,2013,34243
Annual,Number,Diesel (excluding hybrids)  ,Luxembourg,2014,35845
Annual,Number,Diesel (excluding hybrids)  ,Luxembourg,2015,32867
Annual,Number,Diesel (excluding hybrids)  ,Luxembourg,2016,32713
Annual,Number,Diesel (excluding hybrids)  ,Luxembourg,2017,28461
Annual,Number,Diesel (excluding hybrids)  ,Luxembourg,2018,24761
Annual,Number,Diesel (excluding hybrids)  ,Luxembourg,2019,23022
Annual,Number,Diesel (excluding hybrids)  ,Luxembourg,2020,16628
Annual,Number,Diesel (excluding hybrids)  ,Luxembourg,2021,11194
Annual,Number,Diesel (excluding hybrids)  ,Luxembourg,2022,9236
Annual,Number,Diesel (excluding hybrids)  ,Luxembourg,2023,7482
Annual,Number,Diesel (excluding hybrids)  ,Luxembourg,2024,5749
Annual,Number,Diesel (excluding hybrids)  ,Luxembourg,2025,5305
Annual,Number,Diesel (excluding hybrids)  ,Latvia,2014,7029
Annual,Number,Diesel (excluding hybrids)  ,Latvia,2015,6923
Annual,Number,Diesel (excluding hybrids)  ,Latvia,2016,7287
Annual,Number,Diesel (excluding hybrids)  ,Latvia,2017,7445
Annual,Number,Diesel (excluding hybrids)  ,Latvia,2018,6807
Annual,Number,Diesel (excluding hybrids)  ,Latvia,2019,6893
Annual,Number,Diesel (excluding hybrids)  ,Latvia,2020,4870
Annual,Number,Diesel (excluding hybrids)  ,Latvia,2021,3923
Annual,Number,Diesel (excluding hybrids)  ,Latvia,2022,2606
Annual,Number,Diesel (excluding hybrids)  ,Latvia,2023,2700
Annual,Number,Diesel (excluding hybrids)  ,Latvia,2024,2518
Annual,Number,Diesel (excluding hybrids)  ,Latvia,2025,2123
Annual,Number,Diesel (excluding hybrids)  ,Moldova,2017,0
Annual,Number,Diesel (excluding hybrids)  ,Montenegro,2016,1288
Annual,Number,Diesel (excluding hybrids)  ,Montenegro,2018,1599
Annual,Number,Diesel (excluding hybrids)  ,Montenegro,2019,1164
Annual,Number,Diesel (excluding hybrids)  ,Montenegro,2020,500
Annual,Number,Diesel (excluding hybrids)  ,Montenegro,2021,1181
Annual,Number,Diesel (excluding hybrids)  ,Montenegro,2022,699
Annual,Number,Diesel (excluding hybrids)  ,Montenegro,2023,429
Annual,Number,Diesel (excluding hybrids)  ,Montenegro,2024,1577
Annual,Number,Diesel (excluding hybrids)  ,Montenegro,2025,1228
Annual,Number,Diesel (excluding hybrids)  ,Malta,2015,2709
Annual,Number,Diesel (excluding hybrids)  ,Malta,2016,2601
Annual,Number,Diesel (excluding hybrids)  ,Malta,2017,2613
Annual,Number,Diesel (excluding hybrids)  ,Malta,2018,2409
Annual,Number,Diesel (excluding hybrids)  ,Malta,2019,2074
Annual,Number,Diesel (excluding hybrids)  ,Malta,2020,1036
Annual,Number,Diesel (excluding hybrids)  ,Malta,2021,528
Annual,Number,Diesel (excluding hybrids)  ,Malta,2022,406
Annual,Number,Diesel (excluding hybrids)  ,Malta,2023,623
Annual,Number,Diesel (excluding hybrids)  ,Malta,2024,301
Annual,Number,Diesel (excluding hybrids)  ,Malta,2025,273
Annual,Number,Diesel (excluding hybrids)  ,Netherlands,2019,32685
Annual,Number,Diesel (excluding hybrids)  ,Netherlands,2020,12963
Annual,Number,Diesel (excluding hybrids)  ,Netherlands,2021,6920
Annual,Number,Diesel (excluding hybrids)  ,Netherlands,2022,4638
Annual,Number,Diesel (excluding hybrids)  ,Netherlands,2023,3966
Annual,Number,Diesel (excluding hybrids)  ,Netherlands,2024,3765
Annual,Number,Diesel (excluding hybrids)  ,Netherlands,2025,3993
Annual,Number,Diesel (excluding hybrids)  ,Norway,2016,52313
Annual,Number,Diesel (excluding hybrids)  ,Norway,2017,42015
Annual,Number,Diesel (excluding hybrids)  ,Norway,2018,32340
Annual,Number,Diesel (excluding hybrids)  ,Norway,2019,26871
Annual,Number,Diesel (excluding hybrids)  ,Norway,2020,17331
Annual,Number,Diesel (excluding hybrids)  ,Norway,2021,9576
Annual,Number,Diesel (excluding hybrids)  ,Norway,2022,6968
Annual,Number,Diesel (excluding hybrids)  ,Norway,2023,4477
Annual,Number,Diesel (excluding hybrids)  ,Norway,2024,4286
Annual,Number,Diesel (excluding hybrids)  ,Norway,2025,3232
Annual,Number,Diesel (excluding hybrids)  ,Poland,2013,102260
Annual,Number,Diesel (excluding hybrids)  ,Poland,2014,121102
Annual,Number,Diesel (excluding hybrids)  ,Poland,2015,119613
Annual,Number,Diesel (excluding hybrids)  ,Poland,2016,132663
Annual,Number,Diesel (excluding hybrids)  ,Poland,2017,137213
Annual,Number,Diesel (excluding hybrids)  ,Poland,2018,133738
Annual,Number,Diesel (excluding hybrids)  ,Poland,2019,115838
Annual,Number,Diesel (excluding hybrids)  ,Poland,2020,85610
Annual,Number,Diesel (excluding hybrids)  ,Poland,2021,71053
Annual,Number,Diesel (excluding hybrids)  ,Poland,2022,59875
Annual,Number,Diesel (excluding hybrids)  ,Poland,2023,63610
Annual,Number,Diesel (excluding hybrids)  ,Poland,2024,72510
Annual,Number,Diesel (excluding hybrids)  ,Poland,2025,70695
Annual,Number,Diesel (excluding hybrids)  ,Portugal,2017,138712
Annual,Number,Diesel (excluding hybrids)  ,Portugal,2018,123326
Annual,Number,Diesel (excluding hybrids)  ,Portugal,2019,89376
Annual,Number,Diesel (excluding hybrids)  ,Portugal,2020,47564
Annual,Number,Diesel (excluding hybrids)  ,Portugal,2021,31766
Annual,Number,Diesel (excluding hybrids)  ,Portugal,2022,27881
Annual,Number,Diesel (excluding hybrids)  ,Portugal,2023,23900
Annual,Number,Diesel (excluding hybrids)  ,Portugal,2024,18261
Annual,Number,Diesel (excluding hybrids)  ,Portugal,2025,12648
Annual,Number,Diesel (excluding hybrids)  ,Romania,2013,31481
Annual,Number,Diesel (excluding hybrids)  ,Romania,2014,39774
Annual,Number,Diesel (excluding hybrids)  ,Romania,2015,44861
Annual,Number,Diesel (excluding hybrids)  ,Romania,2016,48591
Annual,Number,Diesel (excluding hybrids)  ,Romania,2017,53979
Annual,Number,Diesel (excluding hybrids)  ,Romania,2018,53239
Annual,Number,Diesel (excluding hybrids)  ,Romania,2019,43365
Annual,Number,Diesel (excluding hybrids)  ,Romania,2020,33826
Annual,Number,Diesel (excluding hybrids)  ,Romania,2021,20393
Annual,Number,Diesel (excluding hybrids)  ,Romania,2022,16413
Annual,Number,Diesel (excluding hybrids)  ,Romania,2023,16322
Annual,Number,Diesel (excluding hybrids)  ,Romania,2024,18435
Annual,Number,Diesel (excluding hybrids)  ,Romania,2025,12477
Annual,Number,Diesel (excluding hybrids)  ,Serbia,2019,20379
Annual,Number,Diesel (excluding hybrids)  ,Serbia,2020,16104
Annual,Number,Diesel (excluding hybrids)  ,Serbia,2021,10951
Annual,Number,Diesel (excluding hybrids)  ,Serbia,2022,9568
Annual,Number,Diesel (excluding hybrids)  ,Serbia,2023,9584
Annual,Number,Diesel (excluding hybrids)  ,Serbia,2024,10036
Annual,Number,Diesel (excluding hybrids)  ,Serbia,2025,8679
Annual,Number,Diesel (excluding hybrids)  ,Sweden,2013,175422
Annual,Number,Diesel (excluding hybrids)  ,Sweden,2014,188028
Annual,Number,Diesel (excluding hybrids)  ,Sweden,2015,206377
Annual,Number,Diesel (excluding hybrids)  ,Sweden,2016,201040
Annual,Number,Diesel (excluding hybrids)  ,Sweden,2017,191059
Annual,Number,Diesel (excluding hybrids)  ,Sweden,2018,137387
Annual,Number,Diesel (excluding hybrids)  ,Sweden,2019,117760
Annual,Number,Diesel (excluding hybrids)  ,Sweden,2020,54132
Annual,Number,Diesel (excluding hybrids)  ,Sweden,2021,27184
Annual,Number,Diesel (excluding hybrids)  ,Sweden,2022,18379
Annual,Number,Diesel (excluding hybrids)  ,Sweden,2023,24115
Annual,Number,Diesel (excluding hybrids)  ,Sweden,2024,19917
Annual,Number,Diesel (excluding hybrids)  ,Sweden,2025,18259
Annual,Number,Diesel (excluding hybrids)  ,Slovenia,2014,29763
Annual,Number,Diesel (excluding hybrids)  ,Slovenia,2015,31031
Annual,Number,Diesel (excluding hybrids)  ,Slovenia,2016,32589
Annual,Number,Diesel (excluding hybrids)  ,Slovenia,2017,32410
Annual,Number,Diesel (excluding hybrids)  ,Slovenia,2018,23877
Annual,Number,Diesel (excluding hybrids)  ,Slovenia,2019,21499
Annual,Number,Diesel (excluding hybrids)  ,Slovenia,2020,16918
Annual,Number,Diesel (excluding hybrids)  ,Slovenia,2021,11743
Annual,Number,Diesel (excluding hybrids)  ,Slovenia,2022,7739
Annual,Number,Diesel (excluding hybrids)  ,Slovenia,2023,7355
Annual,Number,Diesel (excluding hybrids)  ,Slovenia,2024,8113
Annual,Number,Diesel (excluding hybrids)  ,Slovenia,2025,7896
Annual,Number,Diesel (excluding hybrids)  ,Slovakia,2020,19082
Annual,Number,Diesel (excluding hybrids)  ,Slovakia,2021,14909
Annual,Number,Diesel (excluding hybrids)  ,Slovakia,2022,12938
Annual,Number,Diesel (excluding hybrids)  ,Slovakia,2023,15253
Annual,Number,Diesel (excluding hybrids)  ,Slovakia,2024,14808
Annual,Number,Diesel (excluding hybrids)  ,Slovakia,2025,12074
Annual,Number,Diesel (excluding hybrids)  ,Türkiye,2013,383904
Annual,Number,Diesel (excluding hybrids)  ,Türkiye,2014,364241
Annual,Number,Diesel (excluding hybrids)  ,Türkiye,2015,462119
Annual,Number,Diesel (excluding hybrids)  ,Türkiye,2016,460781
Annual,Number,Diesel (excluding hybrids)  ,Türkiye,2017,457060
Annual,Number,Diesel (excluding hybrids)  ,Türkiye,2018,320349
Annual,Number,Diesel (excluding hybrids)  ,Türkiye,2019,211027
Annual,Number,Diesel (excluding hybrids)  ,Türkiye,2020,246016
Annual,Number,Diesel (excluding hybrids)  ,Türkiye,2021,144640
Annual,Number,Diesel (excluding hybrids)  ,Türkiye,2022,101808
Annual,Number,Diesel (excluding hybrids)  ,Türkiye,2023,153675
Annual,Number,Diesel (excluding hybrids)  ,Türkiye,2024,114264
Annual,Number,Diesel (excluding hybrids)  ,Türkiye,2025,94916
Annual,Number,Diesel (excluding hybrids)  ,Ukraine,2019,15805
Annual,Number,Diesel (excluding hybrids)  ,Ukraine,2020,28777
Annual,Number,Diesel (excluding hybrids)  ,Ukraine,2021,28817
Annual,Number,Diesel (excluding hybrids)  ,Ukraine,2022,9614
Annual,Number,Diesel (excluding hybrids)  ,Ukraine,2023,15805
Annual,Number,Diesel (excluding hybrids)  ,Ukraine,2024,17521
Annual,Number,Diesel (excluding hybrids)  ,Ukraine,2025,13999
Annual,Number,Diesel (excluding hybrids)  ,United Kingdom,2015,1253393
Annual,Number,Diesel (excluding hybrids)  ,United Kingdom,2016,1262512
Annual,Number,Diesel (excluding hybrids)  ,United Kingdom,2017,1047685
Annual,Number,Diesel (excluding hybrids)  ,United Kingdom,2018,735720
Annual,Number,Diesel (excluding hybrids)  ,United Kingdom,2021,188492
Annual,Number,Diesel (excluding hybrids)  ,United Kingdom,2022,122987
Annual,Number,Diesel (excluding hybrids)  ,United Kingdom,2023,122159
Annual,Number,Diesel (excluding hybrids)  ,United Kingdom,2024,107138
Annual,Number,Diesel (excluding hybrids)  ,Kosovo*,2017,16564
Annual,Number,Diesel (excluding hybrids)  ,Kosovo*,2018,7686
Annual,Number,Diesel (excluding hybrids)  ,Kosovo*,2019,22587
Annual,Number,Diesel (excluding hybrids)  ,Kosovo*,2021,24003
Annual,Number,Diesel (excluding hybrids)  ,Kosovo*,2025,31911
Annual,Number,Electricity,Albania,2019,24
Annual,Number,Electricity,Albania,2020,239
Annual,Number,Electricity,Albania,2021,262
Annual,Number,Electricity,Albania,2022,624
Annual,Number,Electricity,Albania,2023,1671
Annual,Number,Electricity,Albania,2024,2843
Annual,Number,Electricity,Austria,2013,654
Annual,Number,Electricity,Austria,2014,1281
Annual,Number,Electricity,Austria,2015,1677
Annual,Number,Electricity,Austria,2016,3826
Annual,Number,Electricity,Austria,2017,5433
Annual,Number,Electricity,Austria,2018,6757
Annual,Number,Electricity,Austria,2019,9242
Annual,Number,Electricity,Austria,2020,15972
Annual,Number,Electricity,Austria,2021,33366
Annual,Number,Electricity,Austria,2022,34165
Annual,Number,Electricity,Austria,2023,47621
Annual,Number,Electricity,Austria,2024,44622
Annual,Number,Electricity,Austria,2025,60651
Annual,Number,Electricity,Bosnia and Herzegovina,2013,0
Annual,Number,Electricity,Bosnia and Herzegovina,2014,0
Annual,Number,Electricity,Bosnia and Herzegovina,2015,1
Annual,Number,Electricity,Bosnia and Herzegovina,2016,0
Annual,Number,Electricity,Bosnia and Herzegovina,2017,7
Annual,Number,Electricity,Bosnia and Herzegovina,2018,3
Annual,Number,Electricity,Bosnia and Herzegovina,2019,13
Annual,Number,Electricity,Bosnia and Herzegovina,2020,8
Annual,Number,Electricity,Bosnia and Herzegovina,2021,28
Annual,Number,Electricity,Bosnia and Herzegovina,2022,33
Annual,Number,Electricity,Bosnia and Herzegovina,2023,135
Annual,Number,Electricity,Bosnia and Herzegovina,2024,96
Annual,Number,Electricity,Bosnia and Herzegovina,2025,71
Annual,Number,Electricity,Belgium,2013,501
Annual,Number,Electricity,Belgium,2014,1167
Annual,Number,Electricity,Belgium,2015,1360
Annual,Number,Electricity,Belgium,2016,2061
Annual,Number,Electricity,Belgium,2017,2717
Annual,Number,Electricity,Belgium,2018,3763
Annual,Number,Electricity,Belgium,2019,8892
Annual,Number,Electricity,Belgium,2020,15044
Annual,Number,Electricity,Belgium,2021,22774
Annual,Number,Electricity,Belgium,2022,37760
Annual,Number,Electricity,Belgium,2023,93482
Annual,Number,Electricity,Belgium,2024,127915
Annual,Number,Electricity,Belgium,2025,144003
Annual,Number,Electricity,Bulgaria,2013,0
Annual,Number,Electricity,Bulgaria,2014,0
Annual,Number,Electricity,Bulgaria,2015,10
Annual,Number,Electricity,Bulgaria,2016,11
Annual,Number,Electricity,Bulgaria,2017,13
Annual,Number,Electricity,Bulgaria,2018,145
Annual,Number,Electricity,Bulgaria,2019,188
Annual,Number,Electricity,Bulgaria,2020,139
Annual,Number,Electricity,Bulgaria,2021,321
Annual,Number,Electricity,Bulgaria,2022,1021
Annual,Number,Electricity,Bulgaria,2023,1754
Annual,Number,Electricity,Bulgaria,2024,1665
Annual,Number,Electricity,Bulgaria,2025,2420
Annual,Number,Electricity,Switzerland,2013,1393
Annual,Number,Electricity,Switzerland,2014,1948
Annual,Number,Electricity,Switzerland,2015,3882
Annual,Number,Electricity,Switzerland,2016,3525
Annual,Number,Electricity,Switzerland,2017,4929
Annual,Number,Electricity,Switzerland,2018,5349
Annual,Number,Electricity,Switzerland,2019,13177
Annual,Number,Electricity,Switzerland,2020,19753
Annual,Number,Electricity,Switzerland,2021,32025
Annual,Number,Electricity,Switzerland,2022,40518
Annual,Number,Electricity,Switzerland,2023,52947
Annual,Number,Electricity,Switzerland,2024,46608
Annual,Number,Electricity,Switzerland,2025,52868
Annual,Number,Electricity,Cyprus,2013,8
Annual,Number,Electricity,Cyprus,2014,1
Annual,Number,Electricity,Cyprus,2015,4
Annual,Number,Electricity,Cyprus,2016,7
Annual,Number,Electricity,Cyprus,2017,18
Annual,Number,Electricity,Cyprus,2018,5
Annual,Number,Electricity,Cyprus,2019,58
Annual,Number,Electricity,Cyprus,2020,42
Annual,Number,Electricity,Cyprus,2021,78
Annual,Number,Electricity,Cyprus,2022,401
Annual,Number,Electricity,Cyprus,2023,788
Annual,Number,Electricity,Cyprus,2024,1193
Annual,Number,Electricity,Cyprus,2025,1474
Annual,Number,Electricity,Czechia,2013,33
Annual,Number,Electricity,Czechia,2014,58
Annual,Number,Electricity,Czechia,2015,312
Annual,Number,Electricity,Czechia,2016,210
Annual,Number,Electricity,Czechia,2017,376
Annual,Number,Electricity,Czechia,2018,731
Annual,Number,Electricity,Czechia,2019,778
Annual,Number,Electricity,Czechia,2020,3284
Annual,Number,Electricity,Czechia,2021,3172
Annual,Number,Electricity,Czechia,2022,3786
Annual,Number,Electricity,Czechia,2023,6567
Annual,Number,Electricity,Czechia,2024,10854
Annual,Number,Electricity,Czechia,2025,13506
Annual,Number,Electricity,Germany,2013,6051
Annual,Number,Electricity,Germany,2014,8522
Annual,Number,Electricity,Germany,2015,12363
Annual,Number,Electricity,Germany,2016,11410
Annual,Number,Electricity,Germany,2017,25056
Annual,Number,Electricity,Germany,2018,36062
Annual,Number,Electricity,Germany,2019,63281
Annual,Number,Electricity,Germany,2020,194163
Annual,Number,Electricity,Germany,2021,355961
Annual,Number,Electricity,Germany,2022,470559
Annual,Number,Electricity,Germany,2023,524219
Annual,Number,Electricity,Germany,2024,380609
Annual,Number,Electricity,Germany,2025,545142
Annual,Number,Electricity,Denmark,2013,533
Annual,Number,Electricity,Denmark,2014,1564
Annual,Number,Electricity,Denmark,2015,1265
Annual,Number,Electricity,Denmark,2016,1265
Annual,Number,Electricity,Denmark,2017,691
Annual,Number,Electricity,Denmark,2018,1544
Annual,Number,Electricity,Denmark,2019,5501
Annual,Number,Electricity,Denmark,2020,14218
Annual,Number,Electricity,Denmark,2021,24876
Annual,Number,Electricity,Denmark,2022,30799
Annual,Number,Electricity,Denmark,2023,62576
Annual,Number,Electricity,Denmark,2024,89058
Annual,Number,Electricity,Denmark,2025,126444
Annual,Number,Electricity,Estonia,2013,130
Annual,Number,Electricity,Estonia,2014,331
Annual,Number,Electricity,Estonia,2015,30
Annual,Number,Electricity,Estonia,2016,32
Annual,Number,Electricity,Estonia,2017,26
Annual,Number,Electricity,Estonia,2018,83
Annual,Number,Electricity,Estonia,2019,77
Annual,Number,Electricity,Estonia,2020,344
Annual,Number,Electricity,Estonia,2021,487
Annual,Number,Electricity,Estonia,2022,693
Annual,Number,Electricity,Estonia,2023,1448
Annual,Number,Electricity,Estonia,2024,1323
Annual,Number,Electricity,Estonia,2025,872
Annual,Number,Electricity,Greece,2013,2
Annual,Number,Electricity,Greece,2014,38
Annual,Number,Electricity,Greece,2015,32
Annual,Number,Electricity,Greece,2016,20
Annual,Number,Electricity,Greece,2017,37
